UPC,PRODUCT_GROUP,PRODUCT_NAME,SKU,Fabric,Gender,Category,Style,Design,Color,Size,TYPE_NAME_DETAIL_EN,TYPE_NAME_GROUP,Price
1866701161568,Apparel,Star,GPR-GOR-KID-TSS-ONE-STA-RED-12,GOR,KID,TSS,ONE,STA,RED,12,T-Shirt Short Sleeves,T-Shirt,590000
1884219618404,Concept,SanMai 440C 19cm Dao Bau,CPU-VNE-UNI-SOU-SMS-DBU-SGR-19CM,VNE,UNI,SOU,SMS,DBU,SGR,19CM,0,Other,6900000
1885945921035,Concept,"Men's Bags
Millais",CCO-DSP-UNI-BAG-CLU-MIL-MBE-0,DSP,UNI,BAG,CLU,MIL,MBE,0,0,Other,7950000
1892728744033,Apparel,Rain Forest,GPR-GCV-MEN-SIS-BUT-RFT-WHI-S,GCV,MEN,SIS,BUT,RFT,WHI,S,Shirt Short Sleeves ,Shirt,1790000
1893668306671,Apparel,Traffic jam,GPR-GBA-MEN-TSS-ONE-TJM-OLI-M,GBA,MEN,TSS,ONE,TJM,OLI,M,T-Shirt Short Sleeves,T-Shirt,710000
1896893188531,Concept,Lady Shoes,CCO-DSP-UNI-FWR-LES-LAS-PIN-37,DSP,UNI,FWR,LES,LAS,PIN,37,0,Other,5200000
1900613673808,Concept,Men’s Cezanne,CCO-DSP-UNI-BAG-CLU-CEZ-YEL-0,DSP,UNI,BAG,CLU,CEZ,YEL,0,0,Other,2850000
1903912558906,Apparel,Gao,GPR-GOR-MEN-TSS-HNE-GAO-BLK-XXL,GOR,MEN,TSS,HNE,GAO,BLK,XXL,T-Shirt Short Sleeves,T-Shirt,1650000
1914102783435,Accessories,Urban,GPR-OTH-UNI-FWR-SLI-URB-ORA-40,OTH,UNI,FWR,SLI,URB,ORA,40,0,Other,395000
1924795075403,Concept,"Silk beads, Golden metal",CCO-HAM-UNI-JEW-NEC-121-MIX-0,HAM,UNI,JEW,NEC,121,MIX,0,0,Other,1800000
1928375451922,Accessories,Fighting Roosters,GPR-OTH-UNI-SOU-HFS-FRO-RED-0,OTH,UNI,SOU,HFS,FRO,RED,0,0,Other,355000
1934877361508,Apparel,Rain Forest,GPR-GSU-MEN-POL-MAN-RFT-VIO-S,GSU,MEN,POL,MAN,RFT,VIO,S,Polo Short sleeves,Polo,1190000
1934970924037,Apparel,Flying Fish,GPR-GKK-WOM-SHD-FBT-FLH-BLK-S,GKK,WOM,SHD,FBT,FLH,BLK,S,Short women curved,Short,1650000
1938063577407,Apparel,Traffic Light,GPR-GBA-KID-TSS-ONE-TLT-BLK-2,GBA,KID,TSS,ONE,TLT,BLK,2,T-Shirt Short Sleeves,T-Shirt,550000
1940226356132,Concept,Letter Rack,CCO-DSP-UNI-HDR-LTK-LTK-SLR-0,DSP,UNI,HDR,LTK,LTK,SLR,0,0,Other,2400000
1947268523973,Apparel,Xich Lo,GPR-GBA-MEN-TSS-ONE-XLO-BLK-XL,GBA,MEN,TSS,ONE,XLO,BLK,XL,T-Shirt Short Sleeves,T-Shirt,710000
1951737347007,Concept,Túi Ottilie (Ottilie Bag) ,CCO-DSP-UNI-BAG-HDB-OTT-HEA-0,DSP,UNI,BAG,HDB,OTT,HEA,0,0,Other,7950000
1953855182935,Apparel,Di Dau,GPR-GBA-MEN-TSS-ONE-DDU-GRE-S,GBA,MEN,TSS,ONE,DDU,GRE,S,T-Shirt Short Sleeves,T-Shirt,710000
1954563392845,Concept,Men’s Schaeffer,CCO-DSP-UNI-BAG-CHR-SCH-DPK-0,DSP,UNI,BAG,CHR,SCH,DPK,0,0,Other,1150000
1956481755504,Concept,Alex Loafer,CCO-DSP-UNI-FWR-LES-ALF-MBE-38,DSP,UNI,FWR,LES,ALF,MBE,38,0,Other,7800000
1957358222839,Apparel,Saigon Story,GPR-GBA-MEN-TSP-ONE-SSY-GRE-XXL,GBA,MEN,TSP,ONE,SSY,GRE,XXL,T-shirts Pocket Short Sleeves,T-Shirt,710000
1960312611730,Apparel,Logo,GPR-GOR-MEN-POL-MAN-LOG-JBG-XL,GOR,MEN,POL,MAN,LOG,JBG,XL,Polo Short sleeves,Polo,1090000
1972881994800,Apparel,Star map,GPR-GOR-MEN-TSS-ONE-SMP-BLK-S,GOR,MEN,TSS,ONE,SMP,BLK,S,T-Shirt Short Sleeves,T-Shirt,790000
1983558867402,Concept,Schaeffer,CCO-DSP-UNI-BAG-CHR-SCH-BLK-0,DSP,UNI,BAG,CHR,SCH,BLK,0,0,Other,1150000
2835417806505,Concept,Men’s Schaeffer,CCO-DSP-UNI-BAG-CHR-SCH-BLK-0,DSP,UNI,BAG,CHR,SCH,BLK,0,0,Other,1150000
7384398594307,Concept,Schaeffer,CCO-DSP-UNI-BAG-CHR-SCH-BLK-0,DSP,UNI,BAG,CHR,SCH,BLK,0,0,Other,1150000
1985253393736,Accessories,Túi đa dụng ( Double Bag ),GPR-OTH-UNI-BAG-OTH-DBG-YEL-0,OTH,UNI,BAG,OTH,DBG,YEL,0,0,Other,790000
1985752049738,Apparel,Urban,GPR-GOR-MEN-TSS-ONE-URB-JBG-M,GOR,MEN,TSS,ONE,URB,JBG,M,T-Shirt Short Sleeves,T-Shirt,790000
1987062658204,Concept,ED Ethnic Clutch -  An,CCO-EDE-UNI-BAG-CLU-AN0-MIX-L,EDE,UNI,BAG,CLU,AN0,MIX,L,0,Other,395000
1988501809874,Concept,SEA SALT GRINDER 85G,CPU-BLS-UNI-FNB-SAL-005-MIX-85g,BLS,UNI,FNB,SAL,005,MIX,85g,0,Other,95000
1992018545989,Apparel,Hoi An,GPR-GSL-WOM-FZE-BNE-HAI-BLK-M,GSL,WOM,FZE,BNE,HAI,BLK,M,Freesize,Freesize,750000
1993608473002,Concept,"PG Blend Arabica, Robusta",CCO-TKC-UNI-FNB-CFD-ROB-NON-250g,TKC,UNI,FNB,CFD,ROB,NON,250g,0,Other,99000
1993705343338,Concept,Tượng sơn mài Kỳ Lân trung,CPU-PSD-UNI-SOU-DEC-UNI-YEL-M,PSD,UNI,SOU,DEC,UNI,YEL,M,0,Other,790000
1994099641178,Concept,Being calm Buddhas,CPU-PSD-UNI-SOU-DEC-BCB-YEL-40,PSD,UNI,SOU,DEC,BCB,YEL,40,0,Other,1850000
1994925708532,Concept,Thành Cổ Loa 60x60,CCO-LAN-UNI-HWR-SC2-TCL-YEL-60x60,LAN,UNI,HWR,SC2,TCL,YEL,60x60,0,Other,549000
2014743385902,Apparel,Di Dau,GPR-GBA-MEN-TSS-ONE-DDU-GRE-XXL,GBA,MEN,TSS,ONE,DDU,GRE,XXL,T-Shirt Short Sleeves,T-Shirt,710000
2029354056578,Apparel,The Chairs,GPR-GOR-MEN-TSS-HNE-TCS-WHI-XL,GOR,MEN,TSS,HNE,TCS,WHI,XL,T-Shirt Short Sleeves,T-Shirt,1390000
2030054998501,Concept,Khe Sanh Blend,CCO-SHI-UNI-FNB-CFP-KSB-WHI-BOX,SHI,UNI,FNB,CFP,KSB,WHI,BOX,0,Other,220000
2030312268933,Concept,Ruskin,CCO-DSP-UNI-BAG-CBG-RUS-MBE-0,DSP,UNI,BAG,CBG,RUS,MBE,0,0,Other,4550000
2033403019995,Concept,SneakerBronson,CCO-DSP-UNI-FWR-SNE-SBR-LDP-40,DSP,UNI,FWR,SNE,SBR,LDP,40,0,Other,7500000
2044742206175,Apparel,Saigon Motor,GPR-GBA-MEN-TSS-ONE-SMR-WHI-S,GBA,MEN,TSS,ONE,SMR,WHI,S,T-Shirt Short Sleeves,T-Shirt,710000
2059262329273,Concept,Phsar Dek,CCO-DSP-UNI-FWR-LES-PHD-BLK-39,DSP,UNI,FWR,LES,PHD,BLK,39,0,Other,7500000
2069961212578,Apparel,Xich Lo,GPR-GBA-MEN-TSS-ONE-XLO-BLK-S,GBA,MEN,TSS,ONE,XLO,BLK,S,T-Shirt Short Sleeves,T-Shirt,710000
2073747775836,Concept,Standing Buddha,CPU-PSD-UNI-SOU-DEC-SBA-BRO-8,PSD,UNI,SOU,DEC,SBA,BRO,8,0,Other,290000
2083845299707,Apparel,Water Buffalo,GPR-GOR-KID-TSS-ONE-WBO-JBG-2,GOR,KID,TSS,ONE,WBO,JBG,2,T-Shirt Short Sleeves,T-Shirt,590000
2089846116005,Concept,Sitting Buddha,CPU-PSD-UNI-SOU-DEC-SIB-YEL-8,PSD,UNI,SOU,DEC,SIB,YEL,8,0,Other,290000
2096286567304,Concept,Ví cầm tay nữ (Amelia Purse),CCO-DSP-UNI-BAG-CLU-AP0-GOT-0,DSP,UNI,BAG,CLU,AP0,GOT,0,0,Other,3300000
2100054093633,Apparel,Traffic Light,GPR-GOR-KID-TSS-ONE-TLT-BLK-2,GOR,KID,TSS,ONE,TLT,BLK,2,T-Shirt Short Sleeves,T-Shirt,590000
2102573429979,Apparel,Star Map,GPR-GSL-WOM-TSS-VNE-SMP-WHI-XL,GSL,WOM,TSS,VNE,SMP,WHI,XL,T-Shirt Short Sleeves,T-Shirt,750000
2107486247900,Apparel,Street Coffee,GPR-GOR-MEN-TSS-ONE-STE-WHI-XXL,GOR,MEN,TSS,ONE,STE,WHI,XXL,T-Shirt Short Sleeves,T-Shirt,790000
2108545863673,Concept,Laughing Buddha,CPU-PSD-UNI-SOU-DEC-LBA-GRN-8,PSD,UNI,SOU,DEC,LBA,GRN,8,0,Other,290000
2108862355431,Accessories,Hộp viết (Pencil Case),GPR-OTH-UNI-BAG-PCE-PCE-GRE-0,OTH,UNI,BAG,PCE,PCE,GRE,0,0,Other,395000
2111935119304,Concept,Mai Chau Canvas Black,CPU-NGO-UNI-FWR-SNE-MCS-BLU-38,NGO,UNI,FWR,SNE,MCS,BLU,38,0,Other,2650000
2112349047801,Apparel,Urban,GPR-GCV-MEN-SIS-BUT-URB-WHI-M,GCV,MEN,SIS,BUT,URB,WHI,M,Shirt Short Sleeves ,Shirt,1790000
2114270886375,Concept,Laughing Buddha,CPU-PSD-UNI-SOU-DEC-LBA-TER-75,PSD,UNI,SOU,DEC,LBA,TER,75,0,Other,7500000
2121119009970,Apparel,Ginkgo Leaf 2,GPR-GSP-WOM-PZE-ONE-GL2-NAV-M,GSP,WOM,PZE,ONE,GL2,NAV,M,Plus Size,Plus Size,790000
2123103413121,Concept,Laughing Buddha,CPU-PSD-UNI-SOU-DEC-LBA-YEL-56,PSD,UNI,SOU,DEC,LBA,YEL,56,0,Other,3650000
2125351771473,Apparel,Xich lo,GPR-GOR-MEN-TSP-ONE-XLO-WHI-XL,GOR,MEN,TSP,ONE,XLO,WHI,XL,T-shirts Pocket Short Sleeves,T-Shirt,790000
2133182363804,Concept,Tượng sơn mài Kỳ Lân nhỏ,CPU-PSD-UNI-SOU-DEC-UNI-YEL-S,PSD,UNI,SOU,DEC,UNI,YEL,S,0,Other,0
2146272515601,Apparel,Hoi An,GPR-GBA-MEN-TSS-ONE-HAI-BLK-XXL,GBA,MEN,TSS,ONE,HAI,BLK,XXL,T-Shirt Short Sleeves,T-Shirt,710000
2152476667237,Concept,Boxer,CCO-DSP-UNI-FWR-LES-BOX-BLK-37,DSP,UNI,FWR,LES,BOX,BLK,37,0,Other,6200000
2166982481904,Accessories,Playing Cards,GPR-OTH-UNI-SOU-PLC-LOG-WHI-0,OTH,UNI,SOU,PLC,LOG,WHI,0,0,Other,210000
2173136900747,Concept,"Silk beads, Metal,Silk tassel",CCO-HAM-UNI-JEW-NEC-A31-MIX-0,HAM,UNI,JEW,NEC,A31,MIX,0,0,Other,1800000
2173304235206,Apparel,Logo,GPR-GSP-MEN-POL-MAN-LOG-BLK-L,GSP,MEN,POL,MAN,LOG,BLK,L,Polo Short sleeves,Polo,1090000
2173610299831,Concept,"Silk beads, Quartz, Enamel",CCO-HAM-UNI-JEW-NEC-054-MIX-0,HAM,UNI,JEW,NEC,054,MIX,0,0,Other,2200000
2177678311672,Concept,Đường sắt Bắc Nam 60x60,CCO-LAN-UNI-HWR-SC2-DBN-BLU-60x60,LAN,UNI,HWR,SC2,DBN,BLU,60x60,0,Other,549000
2187067092105,Accessories,Tropical Morning,GPR-OTH-UNI-SOU-NBP-TMG-WHI-A5,OTH,UNI,SOU,NBP,TMG,WHI,A5,0,Other,255000
2190925309475,Concept,Watch Box,CCO-DSP-UNI-SOU-SAS-WBX-TUM-0,DSP,UNI,SOU,SAS,WBX,TUM,0,0,Other,1950000
2192086224802,Apparel,Ghe Sup,GPR-GFN-KID-SHS-EBT-GSP-BLK-6,GFN,KID,SHS,EBT,GSP,BLK,6,Short men straight,Short,690000
2197898388841,Concept,HOI AN Mint purple,CPU-NGO-UNI-FWR-SNE-HAI-MPE-40,NGO,UNI,FWR,SNE,HAI,MPE,40,0,Other,3990000
2208651897873,Accessories,Glitch Chair,GPR-OTH-UNI-HWR-CAP-GHR-BLK-L,OTH,UNI,HWR,CAP,GHR,BLK,L,0,Other,690000
2219673078836,Concept,Cà phê RuNam hạt số 5 500gr,CCO-RUN-UNI-FNB-CFB-SO5-NON-500g,RUN,UNI,FNB,CFB,SO5,NON,500g,0,Other,378000
2242527031176,Concept,ED Ethnic Cushion - 6 Miss Portraits,CCO-EDE-UNI-HDR-CUS-6MS-MIX-0,EDE,UNI,HDR,CUS,6MS,MIX,0,0,Other,495000
2247515686505,Apparel,Star map,GPR-GOR-MEN-TSS-ONE-SMP-BLK-XXL,GOR,MEN,TSS,ONE,SMP,BLK,XXL,T-Shirt Short Sleeves,T-Shirt,790000
2248474627004,Concept,"Silk beads, Enamel, Silk Tassel",CCO-HAM-UNI-JEW-NEC-L34-MIX-0,HAM,UNI,JEW,NEC,L34,MIX,0,0,Other,1800000
2259133090022,Concept,PLACE-MAT pcs,CCO-EDE-UNI-HDR-TCL-MIX-MIX-0,EDE,UNI,HDR,TCL,MIX,MIX,0,0,Other,120000
2263969729339,Apparel,Hang Hoa,GPR-GOR-MEN-TSS-ONE-HHA-WHI-M,GOR,MEN,TSS,ONE,HHA,WHI,M,T-Shirt Short Sleeves,T-Shirt,990000
2269838214432,Apparel,Beer Pop,GPR-GOR-MEN-TSS-ONE-BPP-BLK-S,GOR,MEN,TSS,ONE,BPP,BLK,S,T-Shirt Short Sleeves,T-Shirt,810000
2279922380233,Apparel,Rain Forest,GPR-GSP-MEN-POL-MAN-RFT-VIO-S,GSP,MEN,POL,MAN,RFT,VIO,S,Polo Short sleeves,Polo,1090000
2283391711139,Apparel,The Chairs,GPR-GFI-KID-SWL-ONE-TCS-CRE-4,GFI,KID,SWL,ONE,TCS,CRE,4,Sweatshirt long sleeves,Shirt,990000
2283625584508,Apparel,Jungle,GPR-GOR-MEN-TSP-ONE-JUN-JBG-XXL,GOR,MEN,TSP,ONE,JUN,JBG,XXL,T-shirts Pocket Short Sleeves,T-Shirt,990000
2291313021730,Apparel,Logo,GPR-GPI-MEN-POL-RIB-LOG-AGD-XL,GPI,MEN,POL,RIB,LOG,AGD,XL,Polo Short sleeves,Polo,1390000
2291960129230,Apparel,Saigon Motor,GPR-GBA-MEN-TSS-ONE-SMR-WHI-XXL,GBA,MEN,TSS,ONE,SMR,WHI,XXL,T-Shirt Short Sleeves,T-Shirt,710000
2296166474108,Concept,SAIGON CLASSIQUE' 24,CPU-NGO-UNI-FWR-SNE-SGS-PEA-42,NGO,UNI,FWR,SNE,SGS,PEA,42,0,Other,3850000
2299773437009,Accessories,Hộp viết (Pencil Case),GPR-OTH-UNI-BAG-PCE-PCE-ARM-0,OTH,UNI,BAG,PCE,PCE,ARM,0,0,Other,395000
2307306916072,Concept,Men’s Seurat,CCO-DSP-UNI-BAG-WAL-SEU-CHE-0,DSP,UNI,BAG,WAL,SEU,CHE,0,0,Other,2900000
2307520434901,Concept,Three Wise Box,CPU-PSD-UNI-SOU-DEC-TWB-YEL-BOX,PSD,UNI,SOU,DEC,TWB,YEL,BOX,0,Other,750000
2323019971276,Concept,Truyện Kiều 6x130,CCO-LAN-UNI-HWR-SC2-TKU-PIN-6x130,LAN,UNI,HWR,SC2,TKU,PIN,6x130,0,Other,365000
2324857932306,Apparel,Hang Hoa,GPR-GOR-MEN-TSS-ONE-HHA-WHI-XL,GOR,MEN,TSS,ONE,HHA,WHI,XL,T-Shirt Short Sleeves,T-Shirt,990000
2326299667778,Apparel,The Huc Bridge,GPR-GOR-MEN-TSS-HNE-THB-WHI-XXL,GOR,MEN,TSS,HNE,THB,WHI,XXL,T-Shirt Short Sleeves,T-Shirt,1190000
2328174427705,Apparel,Water Buffalo,GPR-GOR-KID-TSS-ONE-WBO-JBG-10,GOR,KID,TSS,ONE,WBO,JBG,10,T-Shirt Short Sleeves,T-Shirt,590000
2330496205671,Concept,Men’s Schaeffer,CCO-DSP-UNI-BAG-CHR-SCH-LDP-0,DSP,UNI,BAG,CHR,SCH,LDP,0,0,Other,1150000
2341947554637,Concept,Stromae II,CCO-DSP-UNI-HDR-TRA-ST2-DGN-0,DSP,UNI,HDR,TRA,ST2,DGN,0,0,Other,3550000
2343751087103,Accessories,Red Lantern,GPR-OTH-UNI-SOU-NBS-RLN-CRE-A6,OTH,UNI,SOU,NBS,RLN,CRE,A6,0,Other,65000
2347879473206,Apparel,Logo,GPR-GLI-MEN-SIS-CLA-LOG-CAM-XXL,GLI,MEN,SIS,CLA,LOG,CAM,XXL,Shirt Short Sleeves ,Shirt,2590000
2349089752676,Concept,An Tư  90x90,CCO-LAN-UNI-HWR-SC1-ATU-BLU-90x90,LAN,UNI,HWR,SC1,ATU,BLU,90x90,0,Other,849000
2351344749802,Concept,"Silk beads, Agates",CCO-HAM-UNI-JEW-NEC-138-MIX-0,HAM,UNI,JEW,NEC,138,MIX,0,0,Other,3000000
2352181201270,Concept,"Jade, Crystal",CCO-HAM-UNI-JEW-EAR-E42-MIX-0,HAM,UNI,JEW,EAR,E42,MIX,0,0,Other,1000000
2352460841807,Apparel,Linen Pants,GPR-GLI-MEN-PAF-BBT-LIN-NAV-XL,GLI,MEN,PAF,BBT,LIN,NAV,XL,Pants slim fit,Pants,2690000
2359995938637,Concept,Khăn 2 mặt Sapa 90x90,CCO-LAN-UNI-HWR-SC2-SPA-PUR-90x90,LAN,UNI,HWR,SC2,SPA,PUR,90x90,0,Other,989000
2375291958209,Concept,RED PEPPER GRINDER 50G,CPU-BLS-UNI-FNB-SAL-014-MIX-50g,BLS,UNI,FNB,SAL,014,MIX,50g,0,Other,215000
2375291958209,Concept,RED PEPPER GRINDER 50G,CPU-BLS-UNI-FNB-SAL-014-MIX-50g,BLS,UNI,FNB,SAL,014,MIX,50g,0,Other,215000
2379767958274,Apparel,Hoi An,GPR-GOR-MEN-TSS-ONE-HAI-BLK-XXL,GOR,MEN,TSS,ONE,HAI,BLK,XXL,T-Shirt Short Sleeves,T-Shirt,790000
2387062505277,Concept,SanMai M390 16cm Nakiri,CPU-VNE-UNI-SOU-SMS-NAK-SGR-16CM,VNE,UNI,SOU,SMS,NAK,SGR,16CM,0,Other,6900000
2390831122179,Apparel,Traffic Jam,GPR-GFN-MEN-SHS-EBT-TJM-NAV-S,GFN,MEN,SHS,EBT,TJM,NAV,S,Short men straight,Short,1050000
2395527031100,Concept,Boxer,CCO-DSP-UNI-FWR-LES-BOX-BUR-38,DSP,UNI,FWR,LES,BOX,BUR,38,0,Other,6200000
2396037773306,Concept,Hoàng Tử bé 6x130,CCO-LAN-UNI-HWR-SC2-HTB-YEL-6x130,LAN,UNI,HWR,SC2,HTB,YEL,6x130,0,Other,365000
2396950987774,Concept,Bernard Loafer,CCO-DSP-UNI-FWR-LES-BLF-CHO-39,DSP,UNI,FWR,LES,BLF,CHO,39,0,Other,5800000
2399116136351,Accessories,Notebook Saigon,GPR-OTH-UNI-SOU-NBI-SGN-MIX-A5,OTH,UNI,SOU,NBI,SGN,MIX,A5,0,Other,210000
2408776335278,Concept,Alex Loafer,CCO-DSP-UNI-FWR-LES-ALF-BPA-45,DSP,UNI,FWR,LES,ALF,BPA,45,0,Other,7800000
2410931404637,Concept,TIC TAC TOE - GME025,CPU-MAZ-UNI-SOU-GAM-TTT-WOE-0,MAZ,UNI,SOU,GAM,TTT,WOE,0,0,Other,1395000
2417010783577,Concept,The Countryman - Owen,CCO-DSP-UNI-FWR-LES-OWE-BLK-38,DSP,UNI,FWR,LES,OWE,BLK,38,0,Other,8250000
2429451633137,Concept,An Tư 60x60,CCO-LAN-UNI-HWR-SC2-ATU-BLU-60x60,LAN,UNI,HWR,SC2,ATU,BLU,60x60,0,Other,549000
2431971236804,Concept,Boxer,CCO-DSP-UNI-FWR-LES-BOX-DRB-38,DSP,UNI,FWR,LES,BOX,DRB,38,0,Other,6200000
2448457369956,Concept,"Metal, Silk Tassel",CCO-HAM-UNI-JEW-NEC-027-MIX-0,HAM,UNI,JEW,NEC,027,MIX,0,0,Other,1250000
2451396492371,Concept,Three Wise Box,CPU-PSD-UNI-SOU-DEC-TWB-GRN-BOX,PSD,UNI,SOU,DEC,TWB,GRN,BOX,0,Other,750000
2459982732573,Apparel,Holy Cat,GPR-GFI-MEN-SWL-ONE-HCT-RED-XL,GFI,MEN,SWL,ONE,HCT,RED,XL,Sweatshirt long sleeves,Shirt,1290000
2460560759202,Art,Ginkgo’s Phở Gà A2,CCO-PAS-UNI-ART-ART-GPG-MIX-A2,PAS,UNI,ART,ART,GPG,MIX,A2,0,Other,3000000
2464498615043,Concept,"Kassod wood, Metal",CCO-HAM-UNI-JEW-NEC-N17-MIX-0,HAM,UNI,JEW,NEC,N17,MIX,0,0,Other,770000
2469431401851,Concept,"Metal, Natural wood",CCO-HAM-UNI-JEW-NEC-N50-MIX-0,HAM,UNI,JEW,NEC,N50,MIX,0,0,Other,1000000
2471255267575,CF,Americano,GPR-GCF-UNI-FNB-CFO-AME-MIX-0,GCF,UNI,FNB,CFO,AME,MIX,0,0,Other,65000
2478263141200,Concept,Laughing Buddha,CPU-PSD-UNI-SOU-DEC-LBA-YEL-18,PSD,UNI,SOU,DEC,LBA,YEL,18,0,Other,550000
2478815261202,Concept,The Citizen - Lawrence,CCO-DSP-UNI-FWR-LES-LAW-DBN-39,DSP,UNI,FWR,LES,LAW,DBN,39,0,Other,8250000
2489271565865,Apparel,Old Quarter,GPR-GOR-MEN-TSS-ONE-OQR-GRE-XXL,GOR,MEN,TSS,ONE,OQR,GRE,XXL,T-Shirt Short Sleeves,T-Shirt,790000
2492272189978,Apparel,Aphrodite,GPR-GSL-WOM-TSB-ONE-APH-CRE-S,GSL,WOM,TSB,ONE,APH,CRE,S,T-Shirt Open Back,T-Shirt,810000
2507346673700,Apparel,Di Dau,GPR-GOR-KID-TSS-ONE-DDU-BOR-10,GOR,KID,TSS,ONE,DDU,BOR,10,T-Shirt Short Sleeves,T-Shirt,590000
2507931994630,Apparel,Hoi An,GPR-GOR-MEN-TSP-ONE-HAI-BLK-XXL,GOR,MEN,TSP,ONE,HAI,BLK,XXL,T-shirts Pocket Short Sleeves,T-Shirt,790000
2523222541031,Concept,Lady Martial Slipper,CCO-DSP-UNI-FWR-SLI-LMS-TUR-0,DSP,UNI,FWR,SLI,LMS,TUR,0,0,Other,5200000
2527779209307,Concept,Cà phê RuNam hạt số 6 500gr,CCO-RUN-UNI-FNB-CFB-SO6-NON-500g,RUN,UNI,FNB,CFB,SO6,NON,500g,0,Other,324000
2532058523487,Concept,Khăn 2M Quốc Học Huế 70x70,CCO-LAN-UNI-HWR-SC2-QHH-RED-70x70,LAN,UNI,HWR,SC2,QHH,RED,70x70,0,Other,749000
2532670647509,Concept,Nam Phương 60x60,CCO-LAN-UNI-HWR-SC2-NPG-PUR-60x60,LAN,UNI,HWR,SC2,NPG,PUR,60x60,0,Other,549000
2533624083237,Concept,Bộ cờ tỷ phú lumina Sai Gon,CPU-MAZ-UNI-SOU-GAM-SGL-LUM-0,MAZ,UNI,SOU,GAM,SGL,LUM,0,0,Other,2450000
2542908635208,Apparel,Urban,GPR-GOR-MEN-TSS-ONE-URB-GRE-S,GOR,MEN,TSS,ONE,URB,GRE,S,T-Shirt Short Sleeves,T-Shirt,790000
2545758598976,Concept,Laughing Buddha,CPU-PSD-UNI-SOU-DEC-LBA-YEL-12,PSD,UNI,SOU,DEC,LBA,YEL,12,0,Other,395000
9638992423838,Concept,Túi ba gang - ABCB21,CCO-TOH-UNI-BAG-OTH-A21-MIX-S,TOH,UNI,BAG,OTH,A21,MIX,S,0,Other,560000
2559334308170,Apparel,Jungle,GPR-GCV-MEN-SIS-BUT-JUN-WHI-L,GCV,MEN,SIS,BUT,JUN,WHI,L,Shirt Short Sleeves ,Shirt,1790000
2573134424878,Concept,"Silk beads, Enamel, Agate",CCO-HAM-UNI-JEW-NEC-D68-MIX-0,HAM,UNI,JEW,NEC,D68,MIX,0,0,Other,2200000
2574956784034,Concept,Ruskin,CCO-DSP-UNI-BAG-CBG-RUS-BLK-0,DSP,UNI,BAG,CBG,RUS,BLK,0,0,Other,4550000
2579158567706,Accessories,Postcard,GPR-OTH-UNI-SOU-POS-MIX-MIX-L,OTH,UNI,SOU,POS,MIX,MIX,L,0,Other,55000
2579491289006,Concept,Lawrence,CCO-DSP-UNI-FWR-LES-LAW-TMB-37,DSP,UNI,FWR,LES,LAW,TMB,37,0,Other,8250000
2580315116101,Art,MESMERISING,CCO-PAS-UNI-ART-ART-MTB-MIX-A3,PAS,UNI,ART,ART,MTB,MIX,A3,0,Other,5000000
2585309298405,Apparel,Aphrodite,GPR-GSL-WOM-TSB-ONE-APH-CRE-M,GSL,WOM,TSB,ONE,APH,CRE,M,T-Shirt Open Back,T-Shirt,810000
2586322135104,Apparel,Mono Weedy,GPR-GCV-WOM-BLB-ONE-MWY-WHI-L,GCV,WOM,BLB,ONE,MWY,WHI,L,Blouse Open Back Short Sleeves,Blouse,1190000
2591416227900,Concept,Cà phê RuNam hạt số 1 500gr,CCO-RUN-UNI-FNB-CFB-SO1-NON-500g,RUN,UNI,FNB,CFB,SO1,NON,500g,0,Other,513000
2591594854707,Concept,Ngọc Hân - Nguyễn Huệ 60x60,CCO-LAN-UNI-HWR-SC2-NHH-GRN-60x60,LAN,UNI,HWR,SC2,NHH,GRN,60x60,0,Other,549000
2603191541833,Apparel,Logo,GPR-GPI-MEN-POL-RIB-LOG-OLI-M,GPI,MEN,POL,RIB,LOG,OLI,M,Polo Short sleeves,Polo,1390000
2607677107209,Concept,Sơn La Blend,CCO-SHI-UNI-FNB-CFP-SLB-WHI-BOX,SHI,UNI,FNB,CFP,SLB,WHI,BOX,0,Other,220000
2611381425801,Concept,"Jade, Amazonite, Leather",CCO-HAM-UNI-JEW-NEC-128-MIX-0,HAM,UNI,JEW,NEC,128,MIX,0,0,Other,4200000
2612259851005,Concept,"Silk beads, Metal",CCO-HAM-UNI-JEW-NEC-D45-MIX-0,HAM,UNI,JEW,NEC,D45,MIX,0,0,Other,2000000
2619943164106,Concept,Men’s Seurat,CCO-DSP-UNI-BAG-WAL-SEU-SLR-0,DSP,UNI,BAG,WAL,SEU,SLR,0,0,Other,2900000
2621228071177,Concept,FIVE- SPICE SALT 100G,CPU-BLS-UNI-FNB-SAL-006-MIX-100g,BLS,UNI,FNB,SAL,006,MIX,100g,0,Other,215000
2624871151609,Apparel,Vietnam Telecom,GPR-GSL-WOM-TSS-VNE-VTM-WHI-L,GSL,WOM,TSS,VNE,VTM,WHI,L,T-Shirt Short Sleeves,T-Shirt,750000
2628034071131,Apparel,Xich lo,GPR-GBA-MEN-TSP-ONE-XLO-WHI-S,GBA,MEN,TSP,ONE,XLO,WHI,S,T-shirts Pocket Short Sleeves,T-Shirt,710000
2634442483275,Apparel,Logo,GPR-GBA-MEN-TSS-ONE-LOG-JBG-XL,GBA,MEN,TSS,ONE,LOG,JBG,XL,T-Shirt Short Sleeves,T-Shirt,710000
